GVKEYIID,GVKEY,IID,dsci,isin,sedol,ibtic,exchg,exchgdesc,conm,busdesc,loc,prirow,ggroup,gind,gsector,gsubind,ggroupdesc,ginddesc,gsectordesc
29630902W,296309,02W,ORD HKD.01,KYG4387E1070,BF5L8M0,@P3K,170,Hong Kong Exchanges and Clearing Ltd,HEALTH & HAPPINESS (H&H) INT,"Health and Happiness (H&H) International Holdings Limited, an investment holding company, manufactures and sells family nutrition and baby care products worldwide. The company's Infant Formulas segment produces infant formulas for children under seven years old and milk formulas for expectant and nursing mothers. Its Probiotic Supplements segment offers probiotic supplements in the form of sachets, capsules, and tablets for infants, children, and expectant mothers. The company's Adult Nutrition and Care Products segment provides vitamins, health supplements, and skincare and sports nutrition products for adults. Its Other Pediatric Products segment produces dried baby food and nutrition supplements, and baby care products. The Pet Nutrition and Care products segment comprises the production of food, health supplements, and bone broth products for pets. It is also involved in the research, development, and processing of meat, fruit, and vegetable powder and candy; research, development, manufacture, and sale of health products and nutritional foods; organic baby foods and baby care products; and wholesale, retail, import, and export of nutritional food and personal care products for infants. In addition, it engages in the trading and sale of vitamins, health supplements, skincare, and sports nutrition products for adults; financing and other businesses; and provision of online sales, software, and information technology services, as well as packaging services. It offers its products under the Biostime, Swisse, Dodie, Good Gout, Solid Gold, and Aurelia Probiotic Skincare brands. The company was formerly known as Biostime International Holdings Limited and changed its name to Health and Happiness (H&H) International Holdings Limited in June 2017. The company was founded in 1999 and is headquartered in Quarry Bay, Hong Kong. Health and Happiness (H&H) International Holdings Limited is a subsidiary of Biostime Pharmaceuticals (China) Limited.",HKG,02W,3020,302020,30,30202030,Food Beverage & Tobacco,Food Products,Consumer Staples
29631102W,296311,02W,CL H ORD CNY1,CNE100000X44,B4Q1Y57,@PJ0,170,Hong Kong Exchanges and Clearing Ltd,CHONGQING RURAL COMM BANK,"Chongqing Rural Commercial Bank Co., Ltd., together with its subsidiaries, provides a range of banking and related financial services in the People's Republic of China. It operates in three segments: Corporate Banking, Personal Banking, and Financial Market Operations. The Corporate Banking segment offers financial products and services, including deposit takings, corporate loans, trade financing, financial leasing, and other corporate intermediary services to corporations, government agencies, and financial institutions. The Personal Banking segment provides financial products and services, such as deposit products, personal loans, cards, personal wealth management services, and other types of personal intermediary services to individual customers. The Financial Market Operations segment conducts money market or repurchase transactions; and invests in debt instruments on behalf of customers. The company also provides mobile banking, Internet banking, and telephone banking services. As of 31 December 2020, it operated 6 branches and 35 sub-branches with a total of 1,765 operating outlets, 26 first level subbranches, 110 secondary level sub-branches, 1,313 distribution outlets, 2 community branch outlets, and 145 self-service 24-hour banking centers. The company was formerly known as Chongqing Rural Credit Union and changed its name to Chongqing Rural Commercial Bank Co., Ltd. in 2008. Chongqing Rural Commercial Bank Co., Ltd. was founded in 1951 and is headquartered in Chongqing, China.",CHN,02W,4010,401010,40,40101015,Banks,Banks,Financials
29632701W,296327,01W,CL H ORD CNY1,CNE100000X69,B4YX1N2,@P6I,170,Hong Kong Exchanges and Clearing Ltd,CHINA DATANG CORP RENEW POW,"China Datang Corporation Renewable Power Co., Limited, together with its subsidiaries, generates and sells wind power and other renewable power in the People's Republic of China. The company develops, invests in, constructs, and manages wind power and other renewable energy sources, including solar power and biomass. It also engages in the research and development, application, and promotion of low carbon technology; research, sale, testing, and maintenance of renewable energy-related equipment; power generation; and design, construction and installation, repair, and maintenance of domestic and international power projects. In addition, the company provides import and export services for renewable energy equipment and technologies; foreign investments; and renewable energy-related consulting services. As of December 31, 2019, it had consolidated installed capacity of 9,961 megawatts. The company was formerly known as Datang Chifeng Saihanba Wind Power Generation Co., Ltd. and changed its name to China Datang Corporation Renewable Power Co., Limited in March 2009. The company was founded in 2004 and is headquartered in Beijing, the People's Republic of China. China Datang Corporation Renewable Power Co., Limited is a subsidiary of China Datang Corporation Ltd.",CHN,01W,5510,551050,55,55105020,Utilities,Independent Power and Renewable Electricity Producers,Utilities
29632802W,296328,02W,ORD HKD.4 REG S,BMG8126A1100,BK4JZL8,@OWF,170,Hong Kong Exchanges and Clearing Ltd,SHIFANG HOLDING LTD,"ShiFang Holding Limited, an investment holding company, engages in the publishing and advertising businesses in the People's Republic of China. The company provides a series of newspaper advertising services; value-added advertising services, including target markets and readership analysis, content development and planning, layout development, editing, and event organization; digital publishing services; and tailor-made digital advertising services, such as the content draft, design, and production. It also offers TV advertising services for real estate and automotive clients, as well as designs and produces mini-programs and related advertisements for automotive industry. In addition, it provides integrated printed media services to advertising customers in various industries; various other services, including distribution management, publishing printed content by digital means, as well as market promotion values; printing and distribution consultancy services; publication distribution consultation and management services; and newspaper printing services. Further, the company offers integrated marketing services for web products, computer software development and sales, and technical services; corporate management information consultancy; marketing, agent, and economic information consultancy for the real estate industry; property management; advertising services; property marketing and agency; human resources; and technology promotion and consultancy services. Additionally, it is as involved in the tourism and entertainment business; and mobile media services. The company serves consumer products, real estate, computer, communication, consumer products, telecommunications, home appliance retailing, automotive, home construction materials, healthcare and medical, education, and classified advertisement sectors. ShiFang Holding Limited was founded in 2000 and is headquartered in Fuzhou, the People's Republic of China.",CHN,02W,5020,502010,50,50201010,,,Telecommunication Services
29634802W,296348,02W,ORD HKD.1,BMG6955J1036,B3LX5R0,@PBX,170,Hong Kong Exchanges and Clearing Ltd,PAX GLOBAL TECHNOLOGY LTD,"PAX Global Technology Limited, an investment holding company, engages in the development and sale of electronic funds transfer point-of-sale products worldwide. Its E-payment terminal products include smart and traditional E-payment terminals, smart electronic cash register solutions, mobile E-payment terminals, and QR code E-payment terminals, as well as other accessories. The company also develops PAXSTORE, a cloud-based platform that allows users to create and manage their own independent white-label marketplace for software application distribution; and paxRhino, a key injection service. In addition, it offers payment solutions services, and maintenance and installation services. The company was founded in 2000 and is headquartered in Wan Chai, Hong Kong.",HKG,02W,4520,452030,45,45203010,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Information Technology
29639501W,296395,01W,ORD HKD.1,KYG3997H1048,BKDT6F0,@JU6,170,Hong Kong Exchanges and Clearing Ltd,GLORY SUN FINANCIAL GROUP,"Glory Sun Financial Group Limited engages in property investment and development business. It invests in property development and investment, new energy, technology, and healthcare industries; and involved in the automation, securities investment, and trading of commodities businesses. The company also offers financial services, including wealth management, asset management, global securities and futures, corporate finance, precious metals trading, financial planning and credit, private fund, finance leasing, etc. In addition, it produces SMT assembly and semiconductor packaging equipment and other services. Further, the company provides bullion trading, money lending, securities brokerage, insurance, and corporate management consultancy, finance leasing, and education and training services. Additionally, it trades in machines and spare parts, and seafood, as well as operates yacht club and golf practice court. The company was formerly known as China Goldjoy Group Limited and changed its name to Glory Sun Financial Group Limited in May 2019. Glory Sun Financial Group Limited was founded in 2009 and is headquartered in Central, Hong Kong.",HKG,01W,4020,402030,40,40203020,Diversified Financials,Capital Markets,Financials
29694901W,296949,01W,ORD USD.001,KYG8442C1134,BN30GX2,@VHH,170,Hong Kong Exchanges and Clearing Ltd,CHINA 33 MEDIA GROUP LTD,"China 33 Media Group Limited, an investment holding company, operates as a channel media provider for high-speed railway network in Hong Kong, the People's Republic of China, and internationally. It operates through Printed Media Advertising, Outdoor and Digital Advertising, Film and Entertainment Investment, and Prepaid Card segments. The company operates and distributes publications on the high-speed trains and selected regular trains. Its publications include Fellow Traveller, a monthly publication focusing on topical content and infotainment; Shanghai Railway, a monthly publication distributed on high-speed railway passenger trains for the elite groups of business travel; Ever Green, a magazine for the first class cabins of Hainan Airlines; and City Life, a periodical distributed on regular trains and/or high-speed trains. The company also promotes and sells advertising space in magazines distributed on the air traffic control towers at civil airports, as well as installs and operates the billboards and LEDs advertisements at various train stations; and provides online advertising services through mobile applications and websites, etc. In addition, it holds production rights for Geographic China, a program of China Central Television's Science & Education Channel; and provides management and consulting services. Further, the company engages in the investment for profit sharing on box office of movies and concerts; and distribution of film rights and television dramas, as well as provision of prepaid card services. China 33 Media Group Limited was incorporated in 2010 and is headquartered in Beijing, the People's Republic of China.",CHN,01W,5020,502010,50,50201040,,,Telecommunication Services
29710201W,297102,01W,ORD HKD.01,BMG2119K1100,BZ14BN5,@VYD,170,Hong Kong Exchanges and Clearing Ltd,CHINA KINGSTONE MINING HLDGS,"China Kingstone Mining Holdings Limited, an investment holding company, engages in the mining, processing, and trading of marble stones and marble-related products in the People's Republic of China. Its offers beige marble slabs and blocks; and marble slags. The company also offers shaped stone products, such as curved plates, moldings, fireplace components, tables, and special order products. The company owns and operates the Zhangjiaba Mine, which is located in Zhenjiang Village, Xiangshui County, Jiangyou City of Sichuan Province. China Kingstone Mining Holdings Limited was incorporated in 2010 and is headquartered in Jiangyou, the People's Republic of China.",CHN,01W,1510,151040,15,15104020,Materials,Metals & Mining,Materials
29711701W,297117,01W,ORD HKD.1,KYG892541098,B63MYB3,@RV0,170,Hong Kong Exchanges and Clearing Ltd,TOP SPRING INTL HLDGS LTD,"Top Spring International Holdings Limited, an investment holding company, operates as a real estate property developer in the People's Republic of China. It operates in four segments: Property Development, Property Investment, Property Management and Related Services, and Education Related Services. The company develops and operates urban mixed-use communities; and develops and sells residential properties in the regions of Greater Bay Area, the Yangtze River Delta, the Central China, the Beijing-Tianjin, and the Chengdu-Chongqing regions. It also leases shopping arcades, club houses, serviced apartments, and car park units. In addition, the company provides property management and related services to purchasers and tenants; decoration services; and education related services and products to students. As of December 31, 2020, it had a total of 22 property projects approximately in 11 cities at various stages of development in Shenzhen and Dongguan, Shanghai, Nanjing, Chengdu, Hangzhou, Tianjin, Changzhou, Kunming, Hong Kong, and Sydney with a total net saleable/leasable gross floor area of approximately 336,689 square meters. The company was formerly known as Top Spring Holdings Limited and changed its name to Top Spring International Holdings Limited in September 2009. Top Spring International Holdings Limited was founded in 2001 and is headquartered in Wan Chai, Hong Kong.",HKG,01W,6010,601020,60,60102030,,,
29712001W,297120,01W,ORD USD.01,KYG211501005,B44ZV94,@QYO,170,Hong Kong Exchanges and Clearing Ltd,CHINA HONGQIAO GROUP LTD,"China Hongqiao Group Limited, an investment holding company, manufactures and sells aluminum products in the People's Republic of China and Indonesia. The company's products include molten aluminum alloys, aluminum alloy ingots, aluminum busbars, and aluminum alloy processing products. It also engages in the research, development, and trading of bauxite; production and sale of electricity; and provision of financial leasing services. The company was founded in 1994 and is headquartered in Zouping, the People's Republic of China. China Hongqiao Group Limited is a subsidiary of China Hongqiao Holdings Limited.",HKG,01W,1510,151040,15,15104010,Materials,Metals & Mining,Materials
29714001W,297140,01W,ORD NPV,HK0000077468,B63DLB5,@V4,170,Hong Kong Exchanges and Clearing Ltd,FAR EAST HORIZON LTD,"Far East Horizon Limited, together with its subsidiaries, provides various financial services in Mainland China, Hong Kong, and internationally. It operates in two segments, Financial, Lease and Advisory; and Industrial Operation and Management. The Financial, Lease and Advisory segment offers direct finance leasing, sale-leaseback, factoring, entrusted loans, operating lease, and advisory services. The Industrial Operation and Management segment is involved in the import and export trade, and domestic trade of medical equipment; investment, operation, and management of hospitals; and provision of ship brokerage, medical engineering, healthcare management, preschool education and school operation management, and education consulting and management services, as well as trade agency services primarily within the machinery industry. The company also provides trading and brokerage, engineering, equipment operation, medical, and construction services. It serves healthcare, cultural and tourism, engineering construction, machinery, chemical and medicine, electronic information, public consuming, transportation and logistics, and urban public utility industries. The company was formerly known as Far Eastern Hong Xin Co., Limited and changed its name to Far East Horizon Limited in November 2010. Far East Horizon Limited was incorporated in 2008 and is headquartered in Tsim Sha Tsui, Hong Kong.",HKG,01W,4020,402010,40,40201040,Diversified Financials,Diversified Financial Services,Financials
29728202W,297282,02W,ORD NPV,KYG2114L1059,B59JSD1,@UX,170,Hong Kong Exchanges and Clearing Ltd,NT PHARMA (GROUP) CO LTD,"China NT Pharma Group Company Limited, together with its subsidiaries, researches and develops, manufactures, sells, and distributes pharmaceutical products in the People's Republic of China and internationally. It also produces and sells NT branded products and generic drugs; and provides marketing and promotion services to suppliers. The company was founded in 1995 and is based in Shanghai, the People's Republic of China.",CHN,02W,3520,352020,35,35202010,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Health Care
29729301W,297293,01W,ORD HKD.1,KYG4509G1055,B621F96,@RRX,170,Hong Kong Exchanges and Clearing Ltd,HILONG HOLDING LTD,"Hilong Holding Limited, an investment holding company, provides oil field equipment and services worldwide. The company operates through Oilfield Equipment Manufacturing and Services, Line Pipe Technology and Services, Oilfield Services, and Offshore Engineering Services segments. The Oilfield Equipment Manufacturing and Services segment produces and sells oilfield equipment; and offers oil country tubular goods (OCTG) coating services. The Line Pipe Technology and Services segment provides services related to oil and gas pipeline; and produces coating materials for anticorrosive and anti-friction purposes. The Oilfield Services segment offers well drilling services; integrated comprehensive services; and OCTG trading and related services to oil and gas producers. The Offshore Engineering Services segment provides offshore engineering and design services. The company is also involved in the manufacture, trading, and distribution of oil and gas equipment; the manufacture and distribution of hardbanding materials and special steel; the research and development related to technology of manufacturing oil and gas equipment, as well as coating services; the research, inspection, and repairment of oil and gas equipment; and the provision of offshore oilfield services. Hilong Holding Limited was founded in 2002 and is headquartered in Shanghai, the People's Republic of China. Hilong Holding Limited is a subsidiary of Hilong Group Limited.",CHN,01W,1010,101010,10,10101020,Energy,Energy Equipment & Services,Energy
29729601W,297296,01W,ORD HKD.05,KYG867001128,BYVKG64,@WN7,170,Hong Kong Exchanges and Clearing Ltd,TANG PALACE (CHINA) HLDGS,"Tang Palace (China) Holdings Limited, an investment holding company, engages in the restaurant operation and food production businesses in the People's Republic of China. The company operates restaurants under the Tang Palace Seafood Restaurant, Tang's Cuisine, Tang Palace, Social Place, Canton Tea Room, Pepper Lunch, and PappaRich brands. It is also involved in intangible asset holding, as well as retail and wholesale trading activities. As of December 31, 2020, the company operated 57 restaurants. Tang Palace (China) Holdings Limited was founded in 1992 and is headquartered in Kowloon, Hong Kong",HKG,01W,2530,253010,25,25301040,Consumer Services,"Hotels, Restaurants & Leisure",Consumer Discretionary
29782901W,297829,01W,ORD HKD.01,KYG110431098,B5P5D50,@VMY,170,Hong Kong Exchanges and Clearing Ltd,BILLION INDUSTRIAL HLDGS LTD,"Billion Industrial Holdings Limited, together with its subsidiaries, develops, manufactures, and sells polyester filament yarns and polyester thin films primarily in the People's Republic of China. Its polyester filament yarns include drawn textured, fully drawn, and partially oriented yarns for use in the production of fabrics and textiles for various consumer products, including apparel, footwear, and home furnishings. The company offers polyester thin films, such as heat sealable, twistable, anti-static, electronic releasing, and coating films, as well as metallization, printing, transfer, electrical insulation, card lamination, hot stamping, metallic yarn, reflector, holographic, and solar base films. It also exports its products to Turkey, Italy, Belgium, Brazil, the United States, Spain, Russia, and Poland. Billion Industrial Holdings Limited was founded in 2003 and is headquartered in Wanchai, Hong Kong.",HKG,01W,2520,252030,25,25203030,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",Consumer Discretionary
29787901W,297879,01W,ORD HKD.1,KYG987761007,B4NB609,@WN8,170,Hong Kong Exchanges and Clearing Ltd,YUANDA CHINA HOLDINGS LTD,"Yuanda China Holdings Limited, an investment holding company, designs, procures, produces, assembles, sells, and installs curtain wall systems in the People's Republic of China and internationally. It offers double-skin, unitized, modular, and stick curtain wall systems, as well as point fixing frameless glass and frameless sides fixing glass curtain walls. The company also provides skylights, curtain wall decorative components, breast board systems, canopy, energy saving aluminum doors and windows. In addition, it offers solar curtain wall systems, night scene lighting and video systems, and sun-shading and ventilation products. The company was founded in 1993 and is headquartered in Shenyang, the People's Republic of China.",CHN,01W,2010,201020,20,20102010,Capital Goods,Building Products,Industrials
29791201W,297912,01W,ORD HKD0.04,KYG611701171,BMPRYJ6,@7QI,170,Hong Kong Exchanges and Clearing Ltd,MILAN STATION HOLDINGS LTD,"Milan Station Holdings Limited, an investment holding company, engages in the retail of handbags, fashion accessories, embellishments, and spa and wellness products in Hong Kong, Macau, and the People's Republic of China. The company offers unused and second-hand handbags, watches, natural aroma and skin care products, and other accessories. It operates retail shops under the Milan Station, MS, and THANN brand names. The company sells its products online. In addition, it is also involved in money lending and securities trading activities. The company was incorporated in 2007 and is headquartered in Kowloon, Hong Kong.",HKG,01W,2550,255040,25,25504010,Retailing,Specialty Retail,Consumer Discretionary
29793901W,297939,01W,ORD USD.001,KYG6422S1084,BP3QYR4,@VMH,170,Hong Kong Exchanges and Clearing Ltd,NATURE HOME HOLDING CO LTD,"Nature Home Holding Company Limited, an investment holding company, manufactures and sells home decoration products in the People's Republic of China, Hong Kong, Macau, Cambodia, Poland, Peru, and the United States. The company offers laminated floorings, engineered and solid wood floorings, bamboo and cork floorings, and wooden doors under the Nature brand. It also manufactures and sells WPC and SPC flooring, and floor heating products, as well as other home decoration products, including wardrobes, cabinets, and wall papers; provides home decoration services; and leases properties and equipment. The company sells its products to retail consumers through a network of distributors and retail stores. As of December 31, 2020, it operated 3,395 flooring stores, 895 wooden doors stores, and 67 wardrobe and cabinet stores. The company was formerly known as Nature Flooring Holding Company Limited and changed its name to Nature Home Holding Company Limited in June 2014. Nature Home Holding Company Limited is headquartered in Foshan, the People's Republic of China. Nature Home Holding Company Limited is a subsidiary of Freewings Development Co., Ltd.",CHN,01W,2010,201020,20,20102010,Capital Goods,Building Products,Industrials
29799501W,297995,01W,ORD HKD.1,BMG989231086,B60BDH2,@TPY,170,Hong Kong Exchanges and Clearing Ltd,ZHENGYE INTL HLDGS CO LTD,"Zhengye International Holdings Company Limited, an investment holding company, manufactures and sells paper, paperboard, and paper-based packaging products in the People's Republic of China. It operates through two segments, Paper-Based Packaging and Corrugated Medium Paper. The company offers paper-based packaging products, including corrugated cartons and honeycomb paper-based products. It is also involved in the printing of decorative packaging products; and provision of design, printing, logistics, and other services with integrated packaging solutions. In addition, the company engages in transportation activities. It serves manufacturers of air conditioners, food seasonings, consumer electronic products, etc. Zhengye International Holdings Company Limited was founded in 1999 and is headquartered in Zhongshan, the People's Republic China.",CHN,01W,1510,151030,15,15103020,Materials,Containers & Packaging,Materials
29799801W,297998,01W,ORD HKD1,KYG607441022,B4P8HQ1,@VPI,170,Hong Kong Exchanges and Clearing Ltd,MGM CHINA HOLDINGS LTD,"MGM China Holdings Limited, an investment holding company, engages in the development, ownership, and operation of gaming and lodging resorts in the Greater China region.",MAC,01W,2530,253010,25,25301010,Consumer Services,"Hotels, Restaurants & Leisure",Consumer Discretionary
29808701W,298087,01W,ORD HKD.1,KYG290281008,B58X2Q5,@XUS,170,Hong Kong Exchanges and Clearing Ltd,DRAGON CROWN GP HLDGS LTD,"Dragon Crown Group Holdings Limited, an investment holding company, provides storage and integrated terminal services for liquid petrochemical products in the People's Republic of China. It offers liquid chemical storage and handling services, including loading and discharging of liquid chemical products at its jetties; storage of liquid chemical products at its tank farm; and delivery of products through its pipelines and other basic terminal infrastructure. The company operates three terminals located in Nanjing, Ningbo, and Weifang. It also provides marketing, finance and management, accounting, administrative and technical, and business development services. Dragon Crown Group Holdings Limited was founded in 1990 and is headquartered in Wan Chai, Hong Kong.",HKG,01W,2020,202010,20,20201070,Commercial & Professional Services,Commercial Services & Supplies,Industrials
29817301W,298173,01W,ORD HKD0.2,KYG2116C1116,BMG4Y29,@XEU,170,Hong Kong Exchanges and Clearing Ltd,XIANGYU DREDGING HOLDINGS,"China Dredging Environment Protection Holdings Limited, an investment holding company, provides dredging services in the People's Republic of China. The company operates through four segments: Capital and Reclamation Dredging Business (CRD Business), Environmental Protection Dredging and Water Management Business (EPD and Water Management Business), Other Marine Business, and Property Management Business. The CRD Business segment offers capital and reclamation dredging services, as well as related consultation services. The EPD and Water Management Business segment provides dredging or water management services; and construction services for promoting environmental interests and water quality primarily for inland rivers. The Other Marine Business segment offers marine hoisting, installation, salvaging, vessel chartering, and other engineering services. The Property Management Business segment provides shopping mall management and leasing services; and hotel construction services. It also manufactures and sells dredging machines; invests in, develops, and manages properties; and provides lending and venture capital financing business services in the technology sector. The company was formerly known as Xiangyu Dredging Holdings Limited and changed its name to China Dredging Environment Protection Holdings Limited in January 2014. The company is headquartered in Yancheng, the People's Republic of China.",CHN,01W,2030,203050,20,20305030,Transportation,Transportation Infrastructure,Industrials
29820702W,298207,02W,ORD EUR.1(HONG KONG LIST),IT0003874101,B4PFFW4,@WK,170,Hong Kong Exchanges and Clearing Ltd,PRADA SPA,"Prada S.p.A., together with its subsidiaries, designs, produces, and distributes leather goods, handbags, footwear, apparel, and accessories in Europe, the Americas, the Asia Pacific, Japan, the Middle East, and Africa.",ITA,02W,2520,252030,25,25203010,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",Consumer Discretionary
29823601W,298236,01W,ORD HKS.01(HONG KONG LIST),KYG811581001,B5VKW96,@WY8,170,Hong Kong Exchanges and Clearing Ltd,SHUANGHUA HOLDINGS LTD,"Shuanghua Holdings Limited, an investment holding company, manufactures, imports, exports, and sells automobile air-conditioner parts and components in Mainland China, other Asian countries, and internationally. It also manufactures and sells heaters, intercoolers, oil-coolers, coolant reservoirs, water tanks, lubricant oil, etc. In addition, the company is involved in the sale of automotive lubricants. It offers its products under the Shuanghua brand names. The company was formerly known as Shanghai Shuanghua Autoparts Co., Ltd. Shuanghua Holdings Limited was founded in 1997 and is headquartered in Shanghai, the People's Republic of China.",CHN,01W,2510,251010,25,25101010,Automobiles & Components,Auto Components,Consumer Discretionary
29831801W,298318,01W,ORD HKD.01(HONG KONG LIST),KYG8116S1057,BSVXBC2,@CCBB,170,Hong Kong Exchanges and Clearing Ltd,SHUNFENG INTL CLEAN ENERGY,"Shunfeng International Clean Energy Limited, together with its subsidiaries, provides clean energy and low-carbon energy-saving integrated solutions in the Peoples' Republic of China and internationally. It operates through Solar Power Generation in the PRC and Manufacturing and Sales of Light-Emitting Diode (LED) Products segments. The company offers GaN-on-silicon substrate LED epitaxial wafers and chips, LED packages, and other LED products; and solar products and related installation services. It also engages in the solar power generation business. The company was formerly known as Shunfeng Photovoltaic International Limited and changed its name to Shunfeng International Clean Energy Limited in November 2014. Shunfeng International Clean Energy Limited is headquartered in Central, Hong Kong.",HKG,01W,5510,551050,55,55105020,Utilities,Independent Power and Renewable Electricity Producers,Utilities
29832301W,298323,01W,ORD HKD.0033,KYG9888C1125,BYZTNN3,@7W3,170,Hong Kong Exchanges and Clearing Ltd,ZALL GROUP LTD,"Zall Smart Commerce Group Ltd., an investment holding company, engages in the supply chain management and trading activities in the People's Republic of China, Singapore, and internationally. It operates through two segments, Property Development and Related Services; and Supply Chain Management and Trading. The company develops, sells, and operates properties. Its properties comprise retail units, residential apartments, warehousing and logistic units, e-commerce malls, and wholesale shopping malls. In addition, the company trades in agricultural products, chemical materials, plastic raw materials, consumer goods, black and non-ferrous metals, etc., as well as provides financial services, and trading related supply chain finance services. Further, it engages in supply chain management and trading business; and provision of e-commerce services, as well as warehousing and logistics services for the online and offline customers. The company was formerly known as Zall Group Ltd. and changed its name to Zall Smart Commerce Group Ltd. in June 2018. The company was founded in 1996 and is headquartered in Wuhan, the People's Republic of China. Zall Smart Commerce Group Ltd. is a subsidiary of Zall Development Investment Company Limited.",CHN,01W,2010,201070,20,20107010,Capital Goods,Trading Companies & Distributors,Industrials
29834101W,298341,01W,ORD HKD.01,KYG886121097,B5BQTQ0,@WY7,170,Hong Kong Exchanges and Clearing Ltd,TIBET WATER RESOURCES LTD,"Tibet Water Resources Ltd., an investment holding company, manufactures fast-consuming beverages in the People's Republic of China. It operates in two segments, Water and Beer. The Water segment manufactures and sells a range of water products through wholesales under the 5100 Glacial Water, Zhuoma Spring, and Gesang Spring brand names; sells raw materials and consumables to associates and third parties; leases production lines and a plant to associates; and provides lending services to third parties in Hong Kong with relevant license. The Beer segment offers various beer products through wholesales under the Tibet Green Barley Beer brand name. The company also engages in the marketing, promotion, distribution, and retailing of water products; and investment in culture, entertainment, consumer product, retail business, and related industries. Tibet Water Resources Ltd. sells its products through retail outlets, hotels, bars, restaurants, supermarkets, convenience, and entertainment outlets, as well as through e-commerce platforms. The company was formerly known as Tibet 5100 Water Resources Holdings Ltd. and changed its name to Tibet Water Resources Ltd. in December 2015. Tibet Water Resources Ltd. was founded in 2006 and is headquartered in Wong Chuk Hang, Hong Kong.",HKG,01W,3020,302010,30,30201030,Food Beverage & Tobacco,Beverages,Consumer Staples
29835701W,298357,01W,ORD HKD.01(HONG KONG LIST),KYG7283L1095,BKWD039,@7UE,170,Hong Kong Exchanges and Clearing Ltd,PROSPEROUS FUTURE HOLDINGS,"Prosperous Future Holdings Limited, an investment holding company, manufactures and sells personal care products in the People's Republic of China, Hong Kong, the United States, the United Kingdom, and internationally. It operates through Personal Care Products, Food and Beverage, Financial Services, Securities Investment, Financing Business, Properties Holding, and Trading of Commodities segments. The company provides skin care, body, and hair care products; frozen food and beverage products; agricultural products, including frozen meat, frozen beef, pork, and chicken related products; frozen warehouse services; and asset management, data analysis, and securities advisory services, as well as deals in securities and futures contracts. In addition, it invests in listed securities and private unlisted funds; offers money lending, finance lease, and factoring services; and develops properties, as well as provides professional services, such as fund setup and administration, legal and tax consultancy and co-ordination, corporate and accounting, and trust and fiduciary services. The company was formerly known as Future Development Holdings Limited and changed its name to Prosperous Future Holdings Limited in September 2019. Prosperous Future Holdings Limited was incorporated in 2011 and is headquartered in Central, Hong Kong.",CHN,01W,3030,303020,30,30302010,Household & Personal Products,Personal Products,Consumer Staples
29838501W,298385,01W,ORD HKD.1,KYG971741098,B64CJ62,@WINO,170,Hong Kong Exchanges and Clearing Ltd,WINOX HOLDINGS LTD,"Winox Holdings Limited, an investment holding company, develops, manufactures, and sells stainless steel products. Its products include watch bracelets, mobile phone cases and parts, smart wearable cases and parts, costume jewelry, and leather and other fashion accessories. The company also provides management and administration services; and holds properties. It operates in Switzerland, the People's Republic of China, Liechtenstein and other European countries, Taiwan, Hong Kong, and internationally. The company was founded in 1999 and is headquartered in Yau Tong, Hong Kong. Winox Holdings Limited is a subsidiary of Ming Fung Investment Limited.",HKG,01W,2520,252030,25,25203010,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",Consumer Discretionary
29841001W,298410,01W,ORD USD.001,KYG211521060,B4RCHB6,@7WH,170,Hong Kong Exchanges and Clearing Ltd,CHINA FIBER OPTIC NETWORK,"China Fiber Optic Network System Group Ltd., an investment holding company, manufactures and sells active and prime optical interconnection equipment primarily in Mainland China. The company offers FC, SC, LC, and sheathed fiber optic patch cords; and connection and distribution products, such as optical and digital distribution frames, cross connection cabinets for optical cables, optical fiber cable termination boxes, fiber cable joint closures, cable switch boxes, and EPON and WLAN boxes. It also provides equipment room accessories, including power distribution cabinets, cabling ducts, and platform canopies. In addition, the company is involved in the manufacture and sale of ceramic ferrules and optic cables; and development of specialty optical fibers, as well as network operations. It serves telecommunications, and broadcast and television communications industries; and specialized communications networks, such as railway and highway communications networks. The company also exports its products to New Zealand, Australia, the United Kingdom, and internationally. China Fiber Optic Network System Group Ltd. was founded in 1998 and is based in Central, Hong Kong.",HKG,01W,4520,452010,45,45201020,Technology Hardware & Equipment,Communications Equipment,Information Technology
29841301W,298413,01W,ORD HKD.01,KYG5458R1175,BFTT5V8,@GGAY,170,Hong Kong Exchanges and Clearing Ltd,LEGEND STRATEGY INTL HLDGS,"Legend Strategy International Holdings Group Company Limited, an investment holding company, engages in hotel operation and accommodation consultancy business in the People's Republic of China. The company is also involved in the money lending business; and provision of management services. As of December 31, 2020, it had 3 leased-and-operated hotels. The company was incorporated in 2011 and is headquartered in Central, Hong Kong. Legend Strategy International Holdings Group Company Limited is a subsidiary of Hehui International Development Limited.",HKG,01W,2530,253010,25,25301020,Consumer Services,"Hotels, Restaurants & Leisure",Consumer Discretionary
